,dialog_id,speaker,Max Pitch,Mean Pitch,Sd Pitch,Max Intensity,Mean Intensity,Sd Intensity,Speaking Rate,Jitter,Shimmer,HNR
522,sw2934,A,596.466,40.327,85.995,82.492,23.989,56.183,7.954292575735395,0.008,0.057,18.59
523,sw3971,A,596.19,37.036,86.491,82.746,32.562,19.447,5.123465471861125,0.014,0.076,14.03
524,sw3639,B,597.517,25.887,50.098,79.219,46.819,14.7,9.736671110188169,0.019,0.088,10.57
525,sw3681,B,592.537,41.841,83.705,81.422,42.631,16.161,6.049639091619314,0.02,0.066,14.98
526,sw4723,A,591.237,44.877,89.227,81.873,46.247,12.51,11.062258295855926,0.012,0.084,14.97
527,sw4028,B,580.019,31.311,66.134,74.033,43.808,12.164,10.174194542932018,0.012,0.081,13.7
528,sw4033,A,597.889,17.949,48.712,78.484,40.057,15.33,9.40573180610134,0.017,0.126,8.66
529,sw2191,B,575.691,35.303,71.846,83.753,42.878,27.201,6.3438949240718765,0.014,0.066,14.55
530,sw4050,B,594.272,17.842,43.206,75.499,-9.52,116.099,8.914138534700749,0.014,0.081,12.44
531,sw4856,B,597.938,19.986,47.202,72.833,24.98,61.005,9.931303762634844,0.019,0.086,11.59
532,sw3012,A,572.523,78.433,99.495,80.381,48.049,16.523,10.149806925770227,0.013,0.061,13.61
533,sw2832,B,599.909,47.441,88.776,83.427,42.409,16.605,9.894550598347733,0.013,0.074,11.83
534,sw2071,B,582.489,30.383,69.42,81.61,39.667,16.265,6.787062452741518,0.016,0.084,10.92
535,sw2851,A,598.035,29.413,69.657,81.464,-20.931,127.153,8.103407317717243,0.014,0.084,13.32
536,sw4646,A,598.09,19.023,58.711,75.682,37.057,14.355,7.4252269565977,0.02,0.113,12.54
537,sw3313,A,588.929,28.697,62.525,80.472,41.922,15.052,6.670776570865693,0.02,0.082,14.08
538,sw4603,A,596.158,20.069,64.461,76.746,32.828,15.771,5.163125313702526,0.021,0.135,15.44
539,sw4660,B,594.746,13.954,46.265,86.936,33.432,15.698,6.992819453849403,0.022,0.106,10.42
540,sw4108,B,388.613,16.238,52.067,67.752,39.98,11.19,8.239861082244408,0.009,0.067,14.81
541,sw4928,A,589.168,14.109,41.649,70.652,38.836,15.304,11.136058376601246,0.011,0.09,14.99
542,sw2237,A,597.808,27.204,67.796,87.326,1.186,103.883,7.8698478962138845,0.014,0.091,11.77
543,sw3988,A,529.452,14.638,40.983,73.966,40.735,12.142,5.902738363125247,0.012,0.101,11.11
544,sw2155,B,599.537,46.122,91.566,80.392,45.311,13.786,12.54816170762883,0.012,0.08,12.87
545,sw2110,B,597.809,34.456,66.16,85.322,50.247,17.196,9.134815367460563,0.023,0.092,10.96
546,sw3743,A,573.634,21.673,59.617,79.845,37.753,14.043,5.062890327622564,0.018,0.084,13.88
547,sw4659,B,266.154,8.457,29.771,71.711,19.566,58.083,8.310119775279398,0.017,0.08,10.24
548,sw4174,B,589.515,15.695,42.538,73.234,11.653,90.812,9.1448095668777,0.013,0.077,13.16
549,sw3464,B,593.096,7.383,36.507,73.452,36.184,12.296,10.379741746128538,0.017,0.139,10.22
550,sw4152,A,593.788,32.422,60.716,86.795,43.897,48.586,10.79793675111893,0.022,0.089,10.69
551,sw4642,A,581.222,13.006,39.667,76.686,32.79,14.86,4.3352311119734,0.017,0.094,12.75
552,sw3855,A,587.687,33.011,72.216,75.427,37.201,16.003,7.589378212368916,0.013,0.078,13.26
553,sw2053,A,502.337,22.265,65.82,86.183,35.832,15.37,6.706990038962453,0.012,0.064,16.62
554,sw4565,B,562.703,9.523,35.472,74.679,37.314,10.59,4.400008054934654,0.016,0.079,15.78
555,sw2168,B,599.691,37.42,71.359,84.576,44.849,15.405,8.662757597300883,0.017,0.098,13.95
556,sw3294,B,598.937,37.708,84.787,76.437,43.721,13.007,8.770696500425146,0.011,0.077,15.5
557,sw4784,B,440.251,14.646,50.917,70.307,27.416,15.197,6.247943651001484,0.009,0.063,14.52
558,sw3269,B,593.045,42.66,88.417,78.685,41.65,20.152,6.673933541531527,0.013,0.065,14.51
559,sw4037,A,589.996,22.731,53.432,74.659,43.479,13.841,7.4970045450590055,0.013,0.095,10.29
560,sw4831,A,597.527,14.836,42.261,69.283,36.877,14.682,9.50747610643045,0.015,0.077,14.93
561,sw4072,A,599.301,44.823,88.212,80.816,45.352,14.046,7.994907786953537,0.011,0.084,14.44
562,sw3195,B,597.464,32.332,79.299,79.338,43.71,13.49,4.8043215523400615,0.012,0.065,13.73
563,sw3993,B,548.52,32.832,80.831,73.516,29.709,49.54,8.022782967528261,0.013,0.073,13.31
564,sw2051,B,599.505,80.113,102.63,68.799,38.002,16.146,10.814432839516963,0.015,0.087,14.54
565,sw3051,B,598.699,81.793,112.796,80.257,51.602,11.634,12.187017555531087,0.016,0.083,12.17
566,sw2871,A,598.249,43.309,76.102,81.651,44.537,14.54,9.531045256174576,0.014,0.078,9.07
567,sw2032,A,595.608,42.644,68.668,83.129,15.738,102.118,11.22548888313528,0.017,0.105,8.89
568,sw4908,A,564.485,17.783,47.93,73.522,31.41,17.577,7.4639836882040305,0.015,0.086,15.41
569,sw4666,A,592.261,20.496,54.243,79.983,37.002,18.635,5.713593507096566,0.021,0.09,9.95
570,sw4605,B,596.933,52.153,88.382,87.171,43.478,17.195,5.862167572204746,0.018,0.08,13.71
571,sw3781,B,582.524,25.915,72.397,87.661,42.468,11.707,8.818249760772234,0.011,0.074,13.59
572,sw4013,A,557.103,53.52,100.363,78.833,40.01,17.56,7.99630939566354,0.014,0.064,14.47
573,sw4876,B,557.755,8.189,34.108,68.932,31.126,12.797,11.909605725682193,0.016,0.077,15.95
574,sw4312,A,599.217,19.951,65.935,85.361,29.517,18.936,4.193348067921555,0.025,0.112,11.8
575,sw4334,B,599.928,40.937,76.56,78.111,50.151,12.737,11.144190268942454,0.019,0.108,13.8
576,sw2296,A,597.68,33.357,76.382,88.06,15.696,82.896,7.534996299950666,0.014,0.082,14.93
577,sw2109,B,599.481,42.197,78.666,81.499,45.905,16.417,9.982372443917333,0.017,0.102,11.32
578,sw3134,B,598.504,75.2,97.172,70.963,40.278,14.81,8.645470516750182,0.018,0.086,10.47
579,sw2157,A,505.41,15.139,56.377,82.986,37.244,13.457,11.176073545843238,0.009,0.061,4.01
580,sw2932,B,598.9,9.184,49.906,81.254,34.821,14.734,4.411566105967618,0.028,0.158,5.23
581,sw4890,A,589.121,41.476,66.452,74.023,43.427,16.535,11.719508845733884,0.015,0.084,14.75
582,sw4096,A,483.781,18.105,62.359,76.697,36.567,11.048,10.023264701346939,0.013,0.082,12.97
583,sw4725,B,588.547,30.415,75.66,78.653,46.635,11.16,4.232545358275079,0.014,0.096,10.84
584,sw4703,A,577.354,37.707,80.818,71.88,24.091,72.63,10.98028972694943,0.009,0.077,14.91
585,sw2466,A,598.895,6.581,29.023,85.31,34.386,13.789,5.577099594585888,0.015,0.089,10.12
586,sw3405,B,598.371,35.803,56.381,77.255,43.941,19.971,11.197953292747451,0.017,0.086,9.58
587,sw4150,B,576.055,31.714,72.462,82.802,27.831,73.947,13.012626245657417,0.012,0.091,13.05
588,sw4133,A,599.593,39.201,67.936,81.858,-41.168,155.551,12.758572165673812,0.017,0.117,10.57
589,sw2237,B,593.568,23.993,74.609,76.306,47.847,10.174,9.752419379001088,0.029,0.15,9.54
590,sw3988,B,597.006,64.193,107.824,83.954,48.617,15.984,10.483370169803887,0.013,0.081,13.76
591,sw2110,A,597.721,34.142,84.198,86.569,46.821,13.119,7.750864867028886,0.016,0.114,9.36
592,sw2155,A,597.904,50.798,97.423,82.699,34.925,19.203,6.7793703693067,0.012,0.057,16.46
593,sw3743,B,571.273,25.944,70.838,75.445,41.101,12.617,11.095915328801548,0.011,0.065,13.22
594,sw4659,A,501.427,16.325,57.286,76.041,38.908,11.288,7.424998496963867,0.011,0.073,16.57
595,sw4152,B,599.209,33.953,74.974,76.927,44.336,13.396,4.288399911689736,0.014,0.065,16.54
596,sw4174,A,599.198,12.235,40.687,81.051,33.667,14.515,5.0212708940474995,0.014,0.104,9.93
597,sw3464,A,593.704,19.985,50.973,73.193,36.644,16.253,7.69601897703591,0.015,0.095,9.53
598,sw4642,B,599.02,58.882,103.134,80.419,48.657,11.741,9.647227258434633,0.011,0.078,14.27
599,sw4565,A,592.822,23.28,47.314,77.247,24.341,68.659,9.454479550534646,0.018,0.076,15.64
600,sw2053,B,537.371,19.546,65.057,88.067,38.907,12.903,8.341208817686777,0.011,0.068,8.53
601,sw3855,B,574.365,19.279,63.893,73.261,32.472,15.676,9.811719256501602,0.01,0.071,16.12
602,sw2168,A,588.967,34.487,84.684,86.153,44.21,13.974,9.177525308371264,0.015,0.11,10.59
603,sw3294,A,577.334,18.232,45.406,80.576,36.55,18.865,8.994985304061972,0.02,0.119,6.96
604,sw4784,A,598.062,15.053,51.437,74.898,39.637,13.74,9.71939649094535,0.021,0.127,9.77
605,sw3269,A,592.21,61.015,101.723,74.831,48.544,12.075,11.739569471100797,0.013,0.073,13.13
606,sw3993,A,207.168,5.527,24.334,80.002,29.737,13.905,6.353456507368407,0.015,0.082,7.11
607,sw3195,A,592.224,54.76,82.28,80.095,-35.464,154.609,10.870653908560975,0.014,0.097,11.6
608,sw4831,B,587.677,31.223,73.971,73.797,42.195,9.872,6.979919411235805,0.012,0.075,15.88
609,sw4072,B,582.349,25.964,58.369,76.696,-20.369,126.03,8.698086420987384,0.013,0.095,10.69
610,sw4037,B,599.974,29.23,68.802,78.827,43.953,16.898,9.605537073356851,0.023,0.119,7.3
611,sw3051,A,593.783,52.011,94.33,76.212,41.936,14.318,5.336406154583946,0.015,0.064,11.77
612,sw2871,B,581.642,18.177,46.913,82.369,36.543,14.974,6.549470455658586,0.017,0.108,11.41
613,sw2032,B,591.927,40.298,87.929,85.981,44.346,14.241,6.309129488930751,0.014,0.083,11.77
614,sw2051,A,597.558,31.691,86.629,79.274,38.554,10.888,3.1281279718984565,0.014,0.062,16.61
615,sw4908,B,594.862,25.429,65.326,81.1,26.542,76.104,7.437243039074773,0.023,0.113,8.22
616,sw3781,A,378.192,33.435,71.917,82.894,41.863,15.502,7.393360294477156,0.021,0.083,13.15
617,sw4605,A,597.573,15.568,47.466,88.762,-37.438,134.434,9.994629543092685,0.023,0.102,12.87
618,sw4666,B,528.927,39.843,70.681,76.56,38.556,18.628,11.114251680765582,0.014,0.082,14.93
619,sw4876,A,580.817,39.577,86.432,78.509,44.708,11.028,5.65297723467693,0.012,0.085,13.29
620,sw4013,B,597.605,24.229,55.095,84.726,44.315,14.89,7.745588992371414,0.015,0.117,10.73
621,sw4334,A,598.866,25.262,68.484,82.469,34.887,40.348,7.6030145051365405,0.019,0.131,8.38
622,sw2296,B,597.848,32.101,63.821,81.451,4.272,107.525,6.9954057720769605,0.015,0.085,8.23
623,sw4312,B,597.278,32.433,59.489,81.913,41.928,25.242,8.373341524161832,0.014,0.09,13.0
624,sw2109,A,585.785,35.496,88.778,89.637,-51.677,150.67,5.8023555242486236,0.013,0.086,13.98
625,sw4096,B,595.667,14.254,43.206,70.175,37.88,13.527,4.2674300885667735,0.016,0.082,14.5
626,sw2932,A,599.592,19.38,54.39,80.272,39.663,11.442,8.501351313049465,0.014,0.106,10.08
627,sw4890,B,453.097,5.935,33.21,67.015,20.744,51.746,5.345623354613112,0.008,0.062,16.41
628,sw3134,A,599.211,38.815,77.885,79.814,38.363,16.377,7.972376395569838,0.019,0.087,11.95
629,sw2157,B,490.8,6.233,28.773,77.623,31.432,12.084,3.818297012151701,0.017,0.114,12.48
630,sw4703,B,599.084,10.593,39.123,76.088,-200.17,156.764,4.554191530543221,0.017,0.101,10.71
631,sw4725,A,591.568,49.014,68.637,80.262,49.208,19.685,12.174851374990785,0.014,0.105,10.25
632,sw4133,B,596.347,13.915,50.981,77.339,-176.123,166.547,5.6823892838715295,0.019,0.124,8.38
633,sw4150,A,237.901,5.595,23.796,81.589,29.129,14.34,4.720562838922972,0.025,0.102,6.66
634,sw2466,B,426.186,23.618,69.435,82.773,37.418,15.255,7.833669193642148,0.009,0.058,16.12
635,sw3405,A,213.343,6.119,26.157,65.146,-66.868,149.624,4.386758018390897,0.01,0.067,16.57
636,sw4868,A,541.519,14.545,42.527,72.75,36.32,14.607,9.706552342810296,0.015,0.083,15.5
637,sw4048,B,599.94,39.411,63.646,80.804,45.632,16.835,11.375991355447203,0.016,0.094,11.75
638,sw2253,A,597.058,53.601,85.046,77.773,45.496,13.062,7.869354935035784,0.017,0.088,11.73
639,sw4720,B,526.61,25.163,61.774,79.578,33.217,17.537,6.123089455866348,0.021,0.072,14.25
640,sw3253,A,598.583,59.101,97.377,87.062,45.485,19.826,8.260476334036781,0.016,0.091,11.94
641,sw3911,A,597.102,52.308,88.683,79.965,40.942,19.947,9.402296856336374,0.014,0.078,13.78
642,sw2849,A,598.199,63.639,97.918,86.795,47.047,16.254,9.93795857686167,0.013,0.072,16.05
643,sw3445,B,595.744,22.915,55.672,83.233,-2.184,105.632,6.207127321398694,0.017,0.101,11.86
644,sw4155,B,595.983,23.089,49.117,81.991,42.038,16.876,10.08165808106859,0.015,0.139,9.68
645,sw2445,B,595.975,48.271,97.379,87.002,45.392,15.822,5.607695635996709,0.015,0.074,14.79
646,sw2094,B,598.304,25.482,55.393,82.932,-55.726,153.964,5.500617765194517,0.014,0.08,11.12
647,sw4626,A,599.929,26.351,59.346,76.02,-55.938,158.688,10.90511814433127,0.019,0.112,8.43
648,sw3784,B,598.681,47.219,79.917,75.829,45.852,17.522,10.847145365098225,0.013,0.072,12.45
649,sw3310,B,576.874,15.754,41.455,77.756,-60.652,159.354,8.585144113762379,0.015,0.097,13.11
650,sw3072,A,586.196,17.718,46.763,79.738,36.72,24.183,11.087213433947655,0.011,0.064,14.42
651,sw2072,A,599.998,23.0,63.19,88.865,40.088,16.922,9.469859869264015,0.026,0.102,10.12
652,sw2642,A,598.888,67.289,107.775,70.548,41.497,7.783,9.434410586949399,0.017,0.137,8.38
653,sw2969,A,594.393,45.229,85.674,76.58,46.364,9.216,8.125431731272656,0.015,0.103,13.64
654,sw2149,B,599.852,59.017,108.42,80.851,43.435,23.625,8.35946689750487,0.014,0.079,12.57
655,sw2565,B,538.125,18.392,43.86,80.38,42.17,14.986,6.252001075221396,0.016,0.089,13.01
656,sw2994,A,464.551,40.944,91.736,86.726,41.604,23.604,11.784179592413524,0.009,0.07,17.88
657,sw4758,B,590.464,26.891,58.748,78.556,42.322,15.065,9.58553891955757,0.016,0.108,11.59
658,sw3699,B,582.028,6.807,32.381,72.16,33.912,12.443,8.840687208066877,0.016,0.124,10.52
659,sw2248,B,599.598,29.199,74.373,90.413,44.918,10.036,9.138672985843044,0.012,0.09,10.35
660,sw3815,A,599.914,35.353,76.021,80.746,39.343,18.191,7.119994119573135,0.014,0.092,9.99
661,sw2035,B,592.391,57.439,105.917,81.295,43.493,21.521,11.876091670936821,0.01,0.068,15.11
662,sw2876,B,599.318,53.859,98.909,90.33,38.024,20.276,8.72415038219796,0.012,0.078,16.01
663,sw3876,B,582.457,45.418,82.201,77.954,46.211,14.223,5.570032355088725,0.011,0.077,15.44
664,sw4077,A,592.613,35.605,60.019,85.484,12.917,108.662,12.531947122923855,0.017,0.099,8.1
665,sw4834,A,545.742,27.243,61.949,76.944,42.544,13.406,6.454558177661964,0.013,0.088,12.6
666,sw4032,A,559.352,48.154,90.828,76.854,39.896,28.813,8.65897721884204,0.014,0.072,14.1
667,sw3504,B,574.966,12.558,38.262,71.763,37.009,13.191,10.064398777560069,0.012,0.087,10.81
668,sw3190,B,574.02,54.711,100.869,81.116,47.93,11.125,8.165808106858876,0.01,0.072,13.72
669,sw4051,B,431.982,36.936,51.934,77.944,46.417,15.486,12.072568959876069,0.017,0.086,14.17
670,sw3541,B,591.367,12.04,40.058,83.34,41.266,11.239,3.9233509561079294,0.02,0.102,8.94
671,sw4812,B,575.441,7.698,28.957,74.278,29.866,13.624,3.4163758281361996,0.023,0.103,11.08
672,sw3908,A,596.658,31.104,65.266,75.4,-14.007,124.097,9.044410761146093,0.017,0.099,9.99
673,sw4376,A,596.245,25.359,64.152,81.146,49.38,12.669,9.481546631485665,0.027,0.127,8.66
674,sw4333,A,532.972,22.97,46.362,81.929,36.621,19.551,7.926760074494857,0.021,0.094,14.46
675,sw3956,B,598.044,15.208,46.03,76.188,40.738,12.477,7.889269658042579,0.014,0.099,10.09
676,sw3115,B,591.281,34.602,72.644,86.487,47.463,15.101,7.251832150789659,0.017,0.094,10.21
677,sw2956,B,599.445,49.873,98.134,77.339,39.529,15.247,6.545524044840285,0.016,0.071,13.53
678,sw3309,B,330.861,26.81,49.586,78.117,44.889,14.22,9.275922741899874,0.019,0.093,13.22
679,sw4619,B,524.169,15.611,37.966,81.058,-5.08,105.075,6.286742330508758,0.017,0.12,10.35
680,sw4171,B,593.24,7.465,38.959,72.513,8.832,81.513,6.782666889744018,0.023,0.107,12.19
681,sw2424,B,597.7,27.826,56.071,86.688,44.437,14.626,8.551023073730391,0.016,0.107,10.13
682,sw2008,B,598.652,43.765,87.382,88.24,40.527,16.861,8.227477280943418,0.014,0.082,15.58
683,sw3828,A,598.781,23.203,57.588,78.673,43.721,14.017,9.3355244260072,0.018,0.113,10.89
684,sw2828,A,586.433,52.896,97.362,87.818,-2.529,113.099,9.519331014228444,0.01,0.063,16.63
685,sw3760,B,587.157,12.202,42.576,79.019,38.673,11.846,7.4909753336949905,0.018,0.119,11.36
686,sw2703,A,596.368,29.905,58.153,88.81,40.446,20.084,9.898139269734171,0.016,0.093,12.53
687,sw3703,A,358.59,21.656,54.988,79.035,40.106,14.429,9.559782063709596,0.014,0.089,12.48
688,sw3746,A,592.297,27.616,60.975,75.95,43.49,13.987,7.695244218520826,0.012,0.08,12.46
689,sw4048,A,351.035,11.295,33.449,78.698,-30.716,130.709,5.3494840616057795,0.018,0.084,12.52
690,sw4868,B,598.948,17.362,55.878,73.73,36.812,13.147,7.452105606214343,0.017,0.092,12.5
691,sw3253,B,547.713,27.964,76.645,71.381,33.052,15.797,5.172009513281748,0.011,0.064,17.55
692,sw2253,B,599.57,49.907,96.179,82.012,47.457,12.711,10.05732978846863,0.014,0.092,11.83
693,sw4720,A,589.842,16.325,47.859,80.461,43.443,12.487,9.899105908747938,0.019,0.125,10.15
694,sw3911,B,537.707,37.665,77.758,76.655,45.828,13.486,7.250245233789546,0.011,0.072,12.72
695,sw2849,B,597.84,44.145,91.505,84.609,42.514,14.464,7.730391603821826,0.01,0.065,14.91
696,sw2445,A,593.037,79.764,117.9,77.661,41.075,17.458,9.63848788194847,0.015,0.07,14.04
697,sw2094,A,599.397,44.318,75.541,87.779,45.034,23.167,10.132716935884636,0.018,0.089,9.74
698,sw3445,A,590.673,35.637,72.964,74.981,43.164,13.584,7.669399364229546,0.01,0.075,14.33
699,sw4155,A,597.708,14.402,55.055,75.607,9.35,85.635,4.421192248176258,0.011,0.093,11.95
700,sw3310,A,440.53,42.207,81.887,79.308,42.971,14.709,7.348159272693141,0.015,0.067,17.41
701,sw3784,A,579.235,18.076,53.736,82.091,38.96,14.512,3.56453884613074,0.022,0.098,13.87
702,sw4626,B,597.755,15.126,44.287,82.91,40.034,14.102,5.629092750128237,0.016,0.122,8.83
703,sw2072,B,562.595,30.592,71.926,87.183,11.587,88.583,9.04759272597081,0.012,0.07,14.76
704,sw3072,B,560.73,2.61,25.263,83.032,30.647,14.371,5.778295949644288,0.012,0.08,8.51
705,sw2642,B,597.773,59.172,107.509,85.227,41.856,17.351,7.626898908573091,0.012,0.067,14.3
706,sw2149,A,597.221,27.226,63.747,84.923,38.773,18.43,9.922239030791328,0.017,0.111,12.95
707,sw2969,B,599.767,43.404,83.505,79.744,42.416,12.591,8.600456970947056,0.016,0.084,13.18
708,sw2994,B,517.201,39.154,83.595,81.573,42.812,14.547,5.793859577317091,0.02,0.083,14.52
709,sw2565,A,585.559,35.836,61.707,86.141,47.128,20.603,10.058456721673704,0.017,0.094,9.96
710,sw2248,A,595.095,67.042,115.82,87.157,47.64,12.472,8.316785000930743,0.011,0.055,19.04
711,sw4758,A,599.951,36.877,80.165,82.881,38.95,16.099,6.311369810892536,0.014,0.076,14.27
712,sw3699,A,424.408,5.929,34.241,66.855,30.291,13.723,9.044497457383612,0.013,0.061,13.38
713,sw3876,A,596.982,60.963,82.1,83.689,52.031,14.223,13.943502522089213,0.016,0.083,14.38
714,sw3815,B,564.088,25.911,56.941,78.67,46.327,10.983,6.45510494557264,0.016,0.084,13.28
715,sw2035,A,592.961,38.362,88.517,72.771,38.608,12.047,5.8908797633707435,0.013,0.085,12.92
716,sw2876,A,598.913,51.765,94.473,81.097,44.858,21.687,8.592569019015038,0.015,0.073,13.31
717,sw3190,A,573.362,75.557,105.674,80.78,48.961,15.871,10.178790335005795,0.011,0.067,14.28
718,sw4051,A,551.514,5.571,33.194,68.342,27.201,10.861,1.5825214842315423,0.011,0.069,14.62
719,sw3541,A,596.45,17.631,45.27,77.896,40.628,13.989,11.375712652973927,0.014,0.089,11.78
720,sw4812,A,543.55,15.106,45.252,74.105,38.348,12.904,11.980761114944299,0.01,0.101,10.4
721,sw3504,A,493.023,19.619,47.858,75.054,36.105,15.26,7.794057657970937,0.009,0.062,17.87
722,sw4032,B,592.778,16.911,43.538,75.918,31.778,36.557,6.755538339266274,0.013,0.098,11.55
723,sw4077,B,589.312,49.184,87.149,82.903,47.2,16.693,7.063400441754473,0.013,0.068,17.16
724,sw4834,B,588.774,40.015,71.762,81.857,-40.775,151.336,8.030709968077094,0.01,0.085,12.29
725,sw3908,B,587.022,26.583,56.893,86.492,46.954,14.711,10.540127269449323,0.018,0.129,9.76
726,sw4333,B,597.091,21.697,60.006,82.683,39.017,19.045,8.223804978339086,0.024,0.129,8.52
727,sw4376,B,595.233,23.71,63.347,74.646,41.743,12.648,5.247166530073761,0.014,0.081,13.65
728,sw2956,A,597.624,37.87,71.288,81.959,43.731,20.281,12.112464784731145,0.018,0.103,7.43
729,sw3956,A,592.963,45.872,83.893,77.352,38.584,19.059,9.021556878227353,0.014,0.081,13.78
730,sw3115,A,599.256,61.516,86.243,83.688,50.025,13.433,11.609165745845036,0.015,0.077,14.02
731,sw3309,A,594.849,23.241,59.903,74.874,40.317,13.977,5.7736179778287715,0.015,0.076,10.71
732,sw4619,A,597.602,27.566,57.548,72.727,-81.751,168.325,10.985079019000677,0.015,0.081,13.21
733,sw2424,A,544.97,24.089,66.891,88.835,39.238,13.499,5.266361115735662,0.018,0.079,11.06
734,sw4171,A,529.828,17.726,44.001,74.163,32.889,37.966,9.399364229546595,0.01,0.072,16.53
735,sw2828,B,511.764,23.864,51.531,81.195,39.475,17.122,6.306795257122091,0.015,0.077,16.56
736,sw2008,A,599.626,57.014,95.43,75.715,41.558,13.626,7.067017675477018,0.012,0.084,13.6
737,sw3828,B,597.319,22.182,46.849,76.544,-1.039,108.158,6.349492641803109,0.014,0.088,14.45
738,sw3746,B,588.685,52.532,100.636,76.573,44.98,14.298,9.185402476676513,0.011,0.071,14.24
739,sw3703,B,589.292,48.065,101.244,83.466,41.535,15.125,7.350335929404686,0.012,0.075,14.67
740,sw3760,A,598.828,43.101,94.049,83.339,43.911,13.363,7.906210443832754,0.013,0.084,12.98
741,sw2703,B,599.951,61.533,80.514,76.717,42.541,13.847,9.709936386092918,0.015,0.086,13.37
742,sw2295,A,596.327,54.765,103.691,89.617,46.763,12.14,7.269055596076786,0.01,0.06,18.02
743,sw4372,B,589.852,22.588,53.705,82.209,39.866,17.113,8.282350418473126,0.018,0.111,9.69
744,sw3268,A,589.279,27.441,73.852,82.146,40.933,13.109,5.410032299698402,0.014,0.09,10.87
745,sw2526,B,593.518,26.288,59.063,85.57,41.971,16.299,8.777777403371967,0.02,0.11,10.82
746,sw4036,B,553.832,19.545,46.434,79.606,38.268,16.566,7.055650862097738,0.018,0.091,12.84
747,sw4830,B,593.846,38.456,76.357,74.092,-6.067,115.738,6.510373082870856,0.014,0.074,14.35
748,sw4148,A,539.318,18.077,45.753,74.568,38.503,13.25,7.2802738610808975,0.013,0.097,11.64
749,sw3052,B,564.203,58.932,91.137,72.532,39.115,12.423,9.363423861617797,0.014,0.073,16.93
750,sw3811,B,541.917,26.647,48.055,79.048,42.397,15.54,9.850550304459375,0.019,0.094,12.46
751,sw2837,A,598.981,29.584,69.497,78.935,-9.269,119.092,6.29849810177679,0.013,0.08,13.95
752,sw4698,A,504.187,15.631,40.206,76.216,-125.407,174.0,6.163338463896163,0.015,0.085,11.57
753,sw3393,B,598.07,40.464,63.515,80.601,49.287,15.828,11.67386862291897,0.022,0.106,11.84
754,sw3707,B,555.172,32.382,76.858,75.048,40.653,12.393,8.376508339739948,0.009,0.069,15.4
755,sw2393,B,596.234,47.611,77.423,77.491,38.265,18.284,10.899788633085185,0.019,0.091,10.12
756,sw4153,B,598.719,20.793,48.008,76.136,37.338,16.234,7.88699550367546,0.018,0.1,11.44
757,sw2465,A,598.811,26.752,61.196,89.108,46.17,12.947,7.129742576952604,0.016,0.093,12.77
758,sw4130,A,582.456,15.484,46.044,80.311,31.095,36.803,6.314204450393174,0.014,0.11,9.83
759,sw2092,B,573.601,18.883,44.685,82.482,44.222,15.298,7.0822791208890585,0.019,0.104,13.57
760,sw2406,B,599.003,26.48,54.967,88.966,46.359,13.78,6.853887491312732,0.018,0.094,12.67
761,sw4936,A,584.871,16.821,50.867,74.474,39.73,14.664,11.74291312517972,0.018,0.116,10.93
762,sw4175,A,582.47,24.15,76.501,73.806,3.424,98.688,7.777279091110054,0.012,0.088,12.94
763,sw4726,B,568.099,24.685,56.509,82.776,10.861,93.341,8.348513467187384,0.015,0.106,10.95
764,sw4745,A,596.951,30.798,75.168,72.735,36.708,15.569,10.423289275556298,0.009,0.07,14.9
765,sw2989,B,595.814,20.039,60.618,82.732,38.885,15.666,5.6035178758553785,0.022,0.123,11.47
766,sw2578,A,597.404,37.664,87.128,82.035,42.391,21.042,5.850199953113541,0.016,0.072,14.31
767,sw3917,A,556.235,41.767,72.673,79.198,46.591,15.189,10.714309607755245,0.015,0.079,12.78
768,sw2137,B,575.348,44.769,76.509,87.528,46.009,34.385,8.836241814378338,0.022,0.091,12.76
769,sw3111,A,599.474,36.951,62.649,75.686,43.583,16.532,7.994769894984884,0.016,0.085,9.16
770,sw3467,B,586.224,87.368,117.64,83.944,54.535,17.226,7.820785613756579,0.014,0.07,12.87
771,sw2467,B,592.014,30.61,57.238,74.738,3.585,100.951,9.309900296452106,0.016,0.1,9.02
772,sw4151,A,591.484,21.677,45.595,79.361,36.897,19.19,7.420362357127093,0.025,0.108,14.0
773,sw4681,A,596.519,48.29,90.957,77.036,39.546,36.467,12.741330865538723,0.01,0.076,14.69
774,sw2028,A,592.83,35.302,74.05,83.471,43.416,16.827,6.7428735348467965,0.016,0.064,11.48
775,sw3113,B,599.191,41.751,80.583,82.785,47.305,14.48,6.208493762042576,0.016,0.097,10.51
776,sw2113,B,566.921,22.206,64.628,88.936,41.05,12.459,6.838462631421506,0.014,0.072,14.93
777,sw4829,B,517.957,13.756,36.269,76.156,35.936,14.161,6.748061265994973,0.013,0.088,13.8
778,sw2234,A,598.634,56.896,96.714,83.781,43.294,23.476,10.126572391519142,0.014,0.061,16.59
779,sw4071,A,597.244,31.557,99.769,75.753,39.75,34.382,11.642210114650533,0.03,0.15,9.98
780,sw3561,A,589.671,17.26,43.205,75.666,35.951,17.573,6.819354104005198,0.014,0.096,8.77
781,sw4877,A,459.335,15.356,46.085,77.063,-224.944,143.948,2.949418476334428,0.015,0.066,13.3
782,sw4814,B,522.985,13.165,41.135,82.746,35.285,13.529,7.247974241300761,0.012,0.098,13.29
